"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-05-23","0.00",,"74","83","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-05-24","0.00",,"73","82","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-05-25","0.01",,"71","83","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-05-26","0.00",,"73","83","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-05-27","0.00",,"74","86","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-05-28","0.00",,"75",,"65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-05-29","0.00",,"74",,"66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-05-30","0.00",,"75","85","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-05-31","0.00",,"77","87","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-01","0.00",,"78","90","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-02","0.00",,"74","84","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-03","0.00",,"74","83","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-04","0.16",,"74","85","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-05","0.00",,"77","87","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-06","0.00",,"75","89","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-07","0.00",,"78","88","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-08","0.00",,"82","93","72"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-09","0.00",,"75","82",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-10","0.00",,"73","82","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-11","0.06",,"78","88","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-12","0.00",,"83","94","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-13","0.00",,"73","83","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-14","0.03",,"67","75","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-15","0.15",,"65","69","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-16","0.85",,"68","74","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-17","0.00",,"69","83","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-18","0.04",,"71","81","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-19","0.06",,"71","79","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-20","0.00",,"77","87","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-21","0.00",,"78","87","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-22","0.00",,"65","72",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-23","1.27",,"61","70","52"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-24","0.00",,"63","72","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-25","0.00",,"66","76","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-26","0.00",,"65","75","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-27","0.07",,"63","68","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-28","0.12",,"66","74","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-29","0.21",,"66","73","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-06-30","1.77",,"71","82","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-01","0.00",,"65","74","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-02","0.00",,"68","78","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-03","0.00",,"74","82","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-04","0.00",,"76","83","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-05","0.00",,"76","84","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-06","0.00",,"78","86","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-07","0.07",,"70","73","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-08","0.37",,"67",,
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-09","0.11",,"63","68","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-10","0.42",,"69","78","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-11","0.03",,"76","85","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-12","0.00",,"74","81","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-13","0.02",,"75","83","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-14","0.00",,"75","85","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-15","0.00",,"73","84","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-16","0.00",,"76","86","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-17","0.04",,"71","78","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-18","0.01",,"71","78","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-19","0.06",,"71","76","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-20","0.03",,"75","86","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-21","0.00",,"80","90","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-22","0.00",,"77","85","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-23","0.18",,"71","78","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-24","0.00",,"71",,"65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-25","0.26",,"74","85","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-26","0.00",,"76","86","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-27","0.00",,"73","83",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-28","0.29",,"74","85","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-29","0.00",,"77","88","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-30","0.21",,"78","89","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-07-31","0.00",,"80","89","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-01","0.00",,"76","84","72"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-02","0.86",,"77","84","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-03","0.00",,"78","87","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-04","0.00",,"79","89","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-05","0.00",,"79","90","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-06","0.00",,"79","89","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-07","0.00",,"80","91","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-08","0.00",,"81","92","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-09","0.00",,"83","93","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-10","0.00",,"80","90","74"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-11","0.00",,"78","87","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-12","0.00",,"79","89","67"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-13","0.00",,"80","91","72"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-14","0.03",,"82","92","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-15","0.00",,"73","85","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-16","0.06",,"72",,"66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-17","0.00",,"78","90",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-18","0.00",,"81","92","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-19","0.00",,"79","93","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-20","0.00",,"78","90","69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-21","0.00",,"80",,"69"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-22","0.00",,"81","94","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-23","0.00",,"81","92","73"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-24","0.00",,"82","94","72"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-25","0.00",,"79","90","71"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-26","0.00",,"70","78",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-27","0.76",,"60","63","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-28","0.05",,"68","78","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-29","0.00",,"72","84","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-30","0.00",,"78","89","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-08-31","0.00",,"78","87","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-01","0.00",,"81","93","70"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-02","0.00",,"78","93","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-03","0.01",,"71","79",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-04","0.06",,"71","81","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-05","0.00",,"67","76","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-06","0.14",,"71","83","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-07","0.00",,"74","83","62"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-08","0.02",,"69","83","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-09","0.06",,"71","82","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-10","0.00",,"70",,"59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-11","0.00",,"73","84","61"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-12","0.00",,"74","86","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-13","0.00",,"74","87","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-14","0.00",,"73","85","64"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-15","0.00",,"72","82","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-16","0.00",,"70","82","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-18",,,"79","85",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-19","0.00",,"76","87","66"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-20","0.00",,"75","86","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-21","0.00",,"74","86","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-22","0.00",,"69","80",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-23","0.00",,"68","78","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-25","0.15",,"51","62","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-26","0.00",,"51","64","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-27","0.00",,"53","66","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-28","0.00",,"60","74","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-29","0.00",,"58","71","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-09-30","0.00",,"53","62","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-01","0.00",,"59","73",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-02","0.01",,"53","55",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-03","0.08",,"54","68","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-04","0.00",,"56","69","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-05","0.00",,"59","72","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-06","0.00",,"66","79","58"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-07","0.00",,"68","79","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-08","0.00",,"65","79","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-09","0.00",,"65","77","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-10","0.00",,"65","77","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-11","0.00",,"64","74","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-12","0.00",,"64","76","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-13","0.00",,"65","74","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-14","0.00",,"62","72","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-15","0.00",,"64","74","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-16","0.00",,"65","78","57"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-17","0.00",,"65","77","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-18","0.00",,"65","76","55"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-19","0.00",,"63",,"56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-20","0.55",,"59","63","56"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-21","0.00",,"52",,
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-22","0.01",,"51","53","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-23","0.00",,"54","62","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-24","0.00",,"51","57",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-25","0.07",,"49","58","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-26","0.00",,"60","70","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-27","0.00",,"70","80","63"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-28","0.00",,"68","74","65"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-29","0.00",,"71","78","68"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-30","0.00",,"68","71",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-10-31","0.01",,"62","74","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-01","0.00",,"66","79","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-02","0.06",,"63","68","59"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-03","0.00",,"64","74","60"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-04","0.00",,"60","71","54"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-05","0.00",,"58","69","53"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-06","0.00",,"55","67","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-07","0.00",,"56","67","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-08","0.00",,"54","63","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-09","0.00",,"51","63","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-10","0.00",,"53","65","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-11","0.00",,"56","67","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-12","0.00",,"57","70","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-13","0.00",,"55","64","51"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-14","0.00",,"53","60","47"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-15","0.00",,"47","57","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-16","0.00",,"43",,"37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-23","0.00",,"41","45","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-24","0.00",,"44","51","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-25","0.00",,"49","53","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-26","0.17",,"50","55","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-27","0.14",,"43",,
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-28","0.19","0.4","33",,"32"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-29","0.09",,"32","37",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-11-30","0.00",,"26","33","22"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-01","0.00",,"29","35","22"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-02","0.00",,"39","50","30"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-03","0.00",,"45","52","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-04","0.00",,"48","53","46"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-05","0.24",,"41",,
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-06","0.00",,"35","44","30"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-07","0.00",,"37","44","29"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-08","0.00",,"44","49","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-09","0.12",,"45","55","37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-10","0.07",,"43","49",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-11","0.02",,"37","42","32"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-12","0.01",,"38","42","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-13","0.00",,"37","43","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-14","0.00","1.6","32","35","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-15","0.66","13.0","32","33",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-16","0.80","12.6","29","32",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-17","0.01","11.8","26","29","19"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-18","0.00","10.2","25",,"23"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-19","0.00","8.7","29",,"27"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-20","0.00","7.5","30",,"24"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-21","0.00","5.9","38","49","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-22","0.02","2.8","47","54","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-23","0.07","1.2","45","49","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-24","0.04",,"46","58",
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-25","0.15",,"35","37","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-26","0.00",,"38","42","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-27","0.00",,"38","42","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-28","0.00",,"43","50","40"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-29","0.00",,"41","44","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-30","0.00",,"40","42","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2018-12-31","0.16",,"39","40","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-01","0.02",,"35",,
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-02","0.00",,"36","42","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-03","0.02","4.3","30",,
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-04","0.17","3.9","26","29","22"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-05","0.00","2.8","27","33","22"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-06","0.08","4.3","32","34",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-07","0.28","5.1","23","27",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-08","0.00","3.5","27",,"18"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-09","0.00","2.0","36","40","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-10","0.23","4.7","29",,
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-11","0.26","5.9","29","32","28"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-12","0.00","5.5","29",,"24"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-13","0.04","3.9","36","42","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-14","0.02","1.6","40","47","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-15","0.03","0.8","34","37","30"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-16","0.79",,"42","49","36"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-17","0.00",,"46","58","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-18","0.00",,"42","51",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-19","0.04",,"36","40","32"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-20","0.06",,"35","36",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-21","0.07",,"34","37","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-22","0.05","0.4","33","34",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-23","0.23","0.4","33","37","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-24","0.50","5.9","32",,"31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-25","0.09","0.4","29",,
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-26","0.86",,"27",,
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-27","0.09","10.2","35","42","25"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-28","0.00","6.7","40","45",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-29","0.02","4.7","35","37",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-30","0.05","3.5","35","38","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-01-31","0.00","2.4","33","35","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-01","0.00","1.6","43","53","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-02","0.00",,"53","55","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-03","0.00",,"54","62",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-04","0.11",,"41",,"39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-05","0.01",,"38",,"37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-06","0.03",,"38","40",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-07","0.00",,"36","44","30"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-08","0.00",,"36","43","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-09","0.00",,"39","48","34"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-10","0.00",,"44","53","34"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-11","0.00",,"46","54",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-12","0.78","0.4","38","42",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-13","0.01",,"35","42","31"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-14","0.02",,"40","49","34"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-15","0.00",,"42","50","37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-16","0.00",,"40","52","32"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-17","0.00",,"43","55","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-18","0.00",,"46","58","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-19","0.00",,"49","62","37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-20","0.00",,"46","59","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-21","0.00",,"45","56","36"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-22","0.11",,"42","46",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-23","0.27",,"29","36","26"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-24","0.00",,"29","36","23"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-25","0.00",,"35","44","30"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-26","0.00",,"43","55",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-27","0.00",,"45","54","37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-02-28","0.00",,"52","66","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-01","0.00",,"54","63","48"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-02","0.00",,"48","54","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-03","0.00",,"48","56","43"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-04","0.00",,"58","70","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-05","0.02",,"52","58","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-06","0.00",,"53","61","46"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-07","0.00",,"62","73","50"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-08","0.00",,"64","73",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-09","0.21",,"56","64","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-10","0.00",,"60",,"52"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-11","0.10",,"47",,
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-12","0.09",,"43","51","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-13","0.00",,"43","54","33"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-14","0.00",,"46","55","41"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-15","0.00",,"49","58","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-16","0.00",,"53","59","49"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-17","0.00",,"61","76","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-18","0.00",,"59","70",
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-19","0.00",,"49","57","45"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-20","0.02",,"46","52","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-21","0.00",,"49","60","39"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-22","0.00",,"52","63","37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-23","0.00",,"55","68","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-24","0.00",,"56","71","42"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-25","0.00",,"55","68","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-26","0.00",,"49","54","44"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-27","0.00",,"46","56","38"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-28","0.00",,"48","59","35"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-29","0.00",,"50","62","37"
"RIE00100818","BELGRADE OBSERVATORY, RI","2019-03-30","0.00",,"54","67","41"
